Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Smoke_XYZApp,Chrome 72.0.3626.81,,2019-03-04 07:39:21,2019-03-04 07:39:34,13.273s,FAILED
,,,,,,
Test Cases/WEBUI_Demo/_DemoEval/AUT_Appointments/TC_Login,Chrome 72.0.3626.81,,2019-03-04 07:39:21,2019-03-04 07:39:26,4.317s,PASSED
"openBrowser("""")",Chrome 72.0.3626.81,,2019-03-04 07:39:22,2019-03-04 07:39:24,2.062s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 72.0.3626.81,,2019-03-04 07:39:24,2019-03-04 07:39:25,1.200s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 72.0.3626.81,,2019-03-04 07:39:25,2019-03-04 07:39:25,0.281s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 72.0.3626.81,,2019-03-04 07:39:25,2019-03-04 07:39:25,0.129s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 72.0.3626.81,,2019-03-04 07:39:25,2019-03-04 07:39:25,0.157s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 72.0.3626.81,,2019-03-04 07:39:25,2019-03-04 07:39:26,0.221s,PASSED
closeBrowser(),Chrome 72.0.3626.81,,2019-03-04 07:39:26,2019-03-04 07:39:26,0.002s,NOT_RUN
,,,,,,
Test Cases/API Testing/USER_API_TESTING/SglUserDetails_ForceFailure,Chrome 72.0.3626.81,,2019-03-04 07:39:26,2019-03-04 07:39:28,2.276s,PASSED
"apiUD_Response = sendRequest(findTestObject(""WS_Objects/RESTAPI_GET_SingleUser""))",Chrome 72.0.3626.81,,2019-03-04 07:39:26,2019-03-04 07:39:28,2.051s,PASSED
"verifyResponseStatusCode(apiUD_Response, 200)",Chrome 72.0.3626.81,,2019-03-04 07:39:28,2019-03-04 07:39:28,0.009s,PASSED
"verifyElementPropertyValue(apiUD_Response, ""data.first_name"", ""Janet"")",Chrome 72.0.3626.81,,2019-03-04 07:39:28,2019-03-04 07:39:28,0.038s,PASSED
,,,,,,
Test Cases/API Testing/USER_API_TESTING/SingleUserDetails,Chrome 72.0.3626.81,,2019-03-04 07:39:28,2019-03-04 07:39:29,1.279s,FAILED
"apiUD_Response = sendRequest(findTestObject(""WS_Objects/RESTAPI_GET_SingleUser""))",Chrome 72.0.3626.81,,2019-03-04 07:39:28,2019-03-04 07:39:29,1.131s,PASSED
"verifyResponseStatusCode(apiUD_Response, 200)",Chrome 72.0.3626.81,,2019-03-04 07:39:29,2019-03-04 07:39:29,0.002s,PASSED
"verifyElementPropertyValue(apiUD_Response, ""data.first_name"", ""Wanda"")",Chrome 72.0.3626.81,,2019-03-04 07:39:29,2019-03-04 07:39:29,0.027s,FAILED
,,,,,,
Test Cases/WEBUI_Demo/_DemoEval/AppX/Search/TC_GoogleSearch,Chrome 72.0.3626.81,,2019-03-04 07:39:29,2019-03-04 07:39:34,5.196s,PASSED
"openBrowser("""")",Chrome 72.0.3626.81,,2019-03-04 07:39:29,2019-03-04 07:39:31,1.753s,PASSED
"navigateToUrl(""https://www.google.com/?gws_rd=ssl"")",Chrome 72.0.3626.81,,2019-03-04 07:39:31,2019-03-04 07:39:32,1.131s,PASSED
"setText(findTestObject(""Object Repository/Page_Google/input_Sign in_q""), ""testingsearch "")",Chrome 72.0.3626.81,,2019-03-04 07:39:32,2019-03-04 07:39:32,0.133s,PASSED
"setText(findTestObject(""Object Repository/Page_Google/input_testingsearch_q""), ""testingsearch "")",Chrome 72.0.3626.81,,2019-03-04 07:39:32,2019-03-04 07:39:32,0.138s,PASSED
"click(findTestObject(""Object Repository/Page_Google/input_Remove_btnK""))",Chrome 72.0.3626.81,,2019-03-04 07:39:32,2019-03-04 07:39:34,1.285s,PASSED
closeBrowser(),Chrome 72.0.3626.81,,2019-03-04 07:39:34,2019-03-04 07:39:34,0.625s,PASSED
