Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Smoke_XYZApp,Chrome 72.0.3626.81,,2019-03-03 20:34:52,2019-03-03 20:35:07,15.381s,FAILED
,,,,,,
Test Cases/WEBUI_Demo/_DemoEval/AUT_Appointments/TC_Login,Chrome 72.0.3626.81,,2019-03-03 20:34:53,2019-03-03 20:35:01,8.294s,PASSED
"openBrowser("""")",Chrome 72.0.3626.81,,2019-03-03 20:34:53,2019-03-03 20:34:56,3.340s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 72.0.3626.81,,2019-03-03 20:34:56,2019-03-03 20:34:59,2.690s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 72.0.3626.81,,2019-03-03 20:34:59,2019-03-03 20:35:00,0.688s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 72.0.3626.81,,2019-03-03 20:35:00,2019-03-03 20:35:00,0.280s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 72.0.3626.81,,2019-03-03 20:35:00,2019-03-03 20:35:00,0.341s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 72.0.3626.81,,2019-03-03 20:35:00,2019-03-03 20:35:01,0.393s,PASSED
closeBrowser(),Chrome 72.0.3626.81,,2019-03-03 20:35:01,2019-03-03 20:35:01,0.005s,NOT_RUN
,,,,,,
Test Cases/API Testing/USER_API_TESTING/SglUserDetails_ForceFailure,Chrome 72.0.3626.81,,2019-03-03 20:35:01,2019-03-03 20:35:05,3.897s,PASSED
"apiUD_Response = sendRequest(findTestObject(""WS_Objects/RESTAPI_GET_SingleUser""))",Chrome 72.0.3626.81,,2019-03-03 20:35:01,2019-03-03 20:35:05,3.443s,PASSED
"verifyResponseStatusCode(apiUD_Response, 200)",Chrome 72.0.3626.81,,2019-03-03 20:35:05,2019-03-03 20:35:05,0.018s,PASSED
"verifyElementPropertyValue(apiUD_Response, ""data.first_name"", ""Janet"")",Chrome 72.0.3626.81,,2019-03-03 20:35:05,2019-03-03 20:35:05,0.086s,PASSED
,,,,,,
Test Cases/API Testing/USER_API_TESTING/SingleUserDetails,Chrome 72.0.3626.81,,2019-03-03 20:35:05,2019-03-03 20:35:07,1.924s,FAILED
"apiUD_Response = sendRequest(findTestObject(""WS_Objects/RESTAPI_GET_SingleUser""))",Chrome 72.0.3626.81,,2019-03-03 20:35:05,2019-03-03 20:35:07,1.610s,PASSED
"verifyResponseStatusCode(apiUD_Response, 200)",Chrome 72.0.3626.81,,2019-03-03 20:35:07,2019-03-03 20:35:07,0.004s,PASSED
"verifyElementPropertyValue(apiUD_Response, ""data.first_name"", ""Wanda"")",Chrome 72.0.3626.81,,2019-03-03 20:35:07,2019-03-03 20:35:07,0.050s,FAILED
