Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Smoke_XYZApp,Chrome 72.0.3626.81,,2019-03-03 17:42:56,2019-03-03 17:43:07,10.944s,PASSED
,,,,,,
Test Cases/WEBUI_Demo/_DemoEval/AUT_Appointments/TC_Login,Chrome 72.0.3626.81,,2019-03-03 17:42:57,2019-03-03 17:43:06,9.798s,PASSED
"openBrowser("""")",Chrome 72.0.3626.81,,2019-03-03 17:42:57,2019-03-03 17:43:01,3.626s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 72.0.3626.81,,2019-03-03 17:43:01,2019-03-03 17:43:05,4.061s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 72.0.3626.81,,2019-03-03 17:43:05,2019-03-03 17:43:05,0.516s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 72.0.3626.81,,2019-03-03 17:43:05,2019-03-03 17:43:06,0.290s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 72.0.3626.81,,2019-03-03 17:43:06,2019-03-03 17:43:06,0.373s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 72.0.3626.81,,2019-03-03 17:43:06,2019-03-03 17:43:06,0.389s,PASSED
closeBrowser(),Chrome 72.0.3626.81,,2019-03-03 17:43:06,2019-03-03 17:43:06,0.004s,NOT_RUN
