Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Smoke_XYZApp,Chrome 72.0.3626.81,,2019-03-04 13:10:54,2019-03-04 13:11:10,15.677s,FAILED
,,,,,,
Test Cases/WEBUI_Demo/_DemoEval/AUT_Appointments/TC_Login,Chrome 72.0.3626.81,,2019-03-04 13:10:54,2019-03-04 13:10:59,4.877s,PASSED
"openBrowser("""")",Chrome 72.0.3626.81,,2019-03-04 13:10:55,2019-03-04 13:10:57,2.158s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 72.0.3626.81,,2019-03-04 13:10:57,2019-03-04 13:10:59,1.639s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 72.0.3626.81,,2019-03-04 13:10:59,2019-03-04 13:10:59,0.278s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 72.0.3626.81,,2019-03-04 13:10:59,2019-03-04 13:10:59,0.130s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 72.0.3626.81,,2019-03-04 13:10:59,2019-03-04 13:10:59,0.171s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 72.0.3626.81,,2019-03-04 13:10:59,2019-03-04 13:10:59,0.213s,PASSED
closeBrowser(),Chrome 72.0.3626.81,,2019-03-04 13:10:59,2019-03-04 13:10:59,0.004s,NOT_RUN
,,,,,,
Test Cases/API Testing/USER_API_TESTING/SglUserDetails_ForceFailure,Chrome 72.0.3626.81,,2019-03-04 13:10:59,2019-03-04 13:11:01,1.974s,PASSED
"apiUD_Response = sendRequest(findTestObject(""WS_Objects/RESTAPI_GET_SingleUser""))",Chrome 72.0.3626.81,,2019-03-04 13:11:00,2019-03-04 13:11:01,1.762s,PASSED
"verifyResponseStatusCode(apiUD_Response, 200)",Chrome 72.0.3626.81,Verify API Response,2019-03-04 13:11:01,2019-03-04 13:11:01,0.009s,PASSED
"verifyElementPropertyValue(apiUD_Response, ""data.first_name"", ""Janet"")",Chrome 72.0.3626.81,Verify the response record include WANDA in the text (this should fail),2019-03-04 13:11:01,2019-03-04 13:11:01,0.038s,PASSED
,,,,,,
Test Cases/API Testing/USER_API_TESTING/SingleUserDetails,Chrome 72.0.3626.81,,2019-03-04 13:11:01,2019-03-04 13:11:02,0.834s,FAILED
"apiUD_Response = sendRequest(findTestObject(""WS_Objects/RESTAPI_GET_SingleUser""))",Chrome 72.0.3626.81,,2019-03-04 13:11:01,2019-03-04 13:11:02,0.696s,PASSED
"verifyResponseStatusCode(apiUD_Response, 200)",Chrome 72.0.3626.81,,2019-03-04 13:11:02,2019-03-04 13:11:02,0.002s,PASSED
"verifyElementPropertyValue(apiUD_Response, ""data.first_name"", ""Wanda"")",Chrome 72.0.3626.81,,2019-03-04 13:11:02,2019-03-04 13:11:02,0.021s,FAILED
,,,,,,
Test Cases/WEBUI_Demo/_DemoEval/AppX/Search/TC_GoogleSearch,Chrome 72.0.3626.81,,2019-03-04 13:11:02,2019-03-04 13:11:10,7.718s,PASSED
"openBrowser("""")",Chrome 72.0.3626.81,,2019-03-04 13:11:02,2019-03-04 13:11:04,1.758s,PASSED
"navigateToUrl(""https://www.google.com/?gws_rd=ssl"")",Chrome 72.0.3626.81,,2019-03-04 13:11:04,2019-03-04 13:11:08,3.506s,PASSED
"setText(findTestObject(""Object Repository/Page_Google/input_Sign in_q""), ""testingsearch "")",Chrome 72.0.3626.81,,2019-03-04 13:11:08,2019-03-04 13:11:08,0.149s,PASSED
"setText(findTestObject(""Object Repository/Page_Google/input_testingsearch_q""), ""testingsearch "")",Chrome 72.0.3626.81,,2019-03-04 13:11:08,2019-03-04 13:11:08,0.192s,PASSED
"click(findTestObject(""Object Repository/Page_Google/input_Remove_btnK""))",Chrome 72.0.3626.81,,2019-03-04 13:11:08,2019-03-04 13:11:09,1.338s,PASSED
closeBrowser(),Chrome 72.0.3626.81,,2019-03-04 13:11:09,2019-03-04 13:11:10,0.631s,PASSED
